nxbin energy_bin_center/keV s2_bin_1 s2_bin_2 s2_bin_3 s2_bin_4 s2_bin_5 s2_bin_6 s2_bin_7 s2_bin_8 s2_bin_9 s2_bin_10 s2_bin_11 s2_bin_12 s2_bin_13 s2_bin_14 s2_bin_15 s2_bin_16 s2_bin_17 s2_bin_18 s2_bin_19 s2_bin_20 s2_bin_21 s2_bin_22 s2_bin_23 s2_bin_24 s2_bin_25 s2_bin_26 s2_bin_27 s2_bin_28 s2_bin_29 s2_bin_30 s2_bin_31 s2_bin_32 s2_bin_33 s2_bin_34 s2_bin_35 s2_bin_36 s2_bin_37 s2_bin_38 s2_bin_39 s2_bin_40 s2_bin_41 s2_bin_42 s2_bin_43 s2_bin_44 s2_bin_45 s2_bin_46 s2_bin_47 s2_bin_48 s2_bin_49 s2_bin_50 s2_bin_51 s2_bin_52 s2_bin_53 s2_bin_54 s2_bin_55 s2_bin_56 s2_bin_57 s2_bin_58 s2_bin_59 s2_bin_60 s2_bin_61 s2_bin_62 s2_bin_63 s2_bin_64 s2_bin_65 s2_bin_66 s2_bin_67 s2_bin_68 s2_bin_69 s2_bin_70 s2_bin_71 s2_bin_72 s2_bin_73 s2_bin_74 s2_bin_75 s2_bin_76 s2_bin_77 s2_bin_78 s2_bin_79 s2_bin_80 s2_bin_81 s2_bin_82 s2_bin_83 s2_bin_84 s2_bin_85 s2_bin_86 s2_bin_87 s2_bin_88 s2_bin_89 s2_bin_90 s2_bin_91 s2_bin_92 s2_bin_93 s2_bin_94 s2_bin_95 s2_bin_96 s2_bin_97 s2_bin_98 s2_bin_99 s2_bin_100 s2_bin_101 s2_bin_102 s2_bin_103 s2_bin_104 s2_bin_105 s2_bin_106 s2_bin_107 s2_bin_108 s2_bin_109 s2_bin_110 s2_bin_111 s2_bin_112 s2_bin_113 s2_bin_114 s2_bin_115 s2_bin_116 s2_bin_117 s2_bin_118 s2_bin_119 s2_bin_120 s2_bin_121 s2_bin_122 s2_bin_123 s2_bin_124 s2_bin_125 s2_bin_126 s2_bin_127 s2_bin_128 s2_bin_129 s2_bin_130 s2_bin_131 s2_bin_132 s2_bin_133 s2_bin_134 s2_bin_135 s2_bin_136 s2_bin_137 s2_bin_138 s2_bin_139 s2_bin_140
40 0.395 0 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 1.12E-05 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 1.12E-05 0 1.12E-05 5.60E-06 0 1.12E-05 0 5.60E-06 1.12E-05 5.60E-06 1.68E-05 0 0 5.60E-06 1.12E-05 2.80E-05 1.12E-05 1.68E-05 1.12E-05 1.68E-05 1.12E-05 1.68E-05 0 5.60E-06 1.12E-05 1.68E-05 1.12E-05 1.68E-05 1.12E-05 2.24E-05 0 1.12E-05 5.60E-06 1.68E-05 1.12E-05 1.12E-05 1.12E-05 5.60E-06 5.60E-05 3.92E-05 1.68E-05 3.36E-05 1.12E-05 1.12E-05 2.80E-05 3.36E-05 2.80E-05 2.80E-05 3.92E-05 3.92E-05 1.68E-05 2.80E-05 4.48E-05 3.36E-05 3.36E-05 4.48E-05 2.80E-05 5.04E-05 2.24E-05 3.36E-05 8.41E-05 3.92E-05 4.48E-05 6.17E-05 2.80E-05 5.60E-05 2.24E-05 3.92E-05 5.60E-06 2.24E-05 8.41E-05 5.60E-05 7.29E-05 5.60E-05 6.17E-05 3.36E-05 5.60E-05 6.73E-05 3.36E-05 6.17E-05 8.41E-05 0.000106489 4.48E-05 8.41E-05 6.17E-05 9.53E-05 7.85E-05 0.000106489 7.29E-05 5.60E-05 5.60E-05 4.48E-05 7.29E-05 9.53E-05 0.000123302 9.53E-05 6.17E-05 7.85E-05 0.000106489 8.97E-05 5.60E-05 0.000106489 0.000117698 8.41E-05 5.60E-05 0.000106489 0.000100884 0.000112093 8.41E-05 9.53E-05 6.17E-05 6.73E-05 9.53E-05 0.000145721 0.000134512 0.000112093 0.000151326 0.000128907 0.000134512 0.000112093 0.000134512
41 0.405 0 0 5.60E-06 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 1.12E-05 0 0 0 5.60E-06 1.12E-05 5.60E-06 1.68E-05 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 0 1.68E-05 1.12E-05 1.12E-05 0 0 5.60E-06 1.12E-05 0 5.60E-06 1.68E-05 1.12E-05 5.60E-06 1.12E-05 1.12E-05 1.68E-05 5.60E-06 5.60E-06 5.60E-06 4.48E-05 5.04E-05 5.60E-06 2.24E-05 3.92E-05 3.92E-05 2.80E-05 2.80E-05 2.80E-05 5.60E-06 3.36E-05 2.80E-05 1.12E-05 3.36E-05 2.24E-05 2.80E-05 3.92E-05 2.80E-05 2.80E-05 1.12E-05 3.92E-05 3.36E-05 1.12E-05 2.24E-05 1.12E-05 4.48E-05 2.24E-05 2.24E-05 1.68E-05 1.12E-05 3.92E-05 5.60E-05 3.92E-05 3.92E-05 2.24E-05 1.68E-05 5.04E-05 5.04E-05 6.17E-05 2.80E-05 5.04E-05 5.60E-05 5.04E-05 5.60E-05 3.36E-05 3.92E-05 5.04E-05 0.000100884 6.73E-05 0.000100884 6.73E-05 5.04E-05 5.04E-05 8.97E-05 5.60E-05 0.000106489 0.000112093 7.85E-05 8.41E-05 2.80E-05 8.41E-05 8.41E-05 6.73E-05 0.000100884 7.29E-05 7.85E-05 0.000112093 7.85E-05 8.41E-05 0.000112093 8.41E-05 8.97E-05 0.000112093 9.53E-05 9.53E-05 5.60E-05 8.97E-05 0.000123302 0.000100884 8.97E-05 0.000100884 0.000100884 0.000106489
42 0.415 0 0 5.60E-06 1.12E-05 0 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 5.60E-06 0 5.60E-06 0 0 0 1.12E-05 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 0 0 5.60E-06 5.60E-06 5.60E-06 1.68E-05 5.60E-06 1.12E-05 5.60E-06 1.68E-05 0 0 0 1.68E-05 1.68E-05 5.60E-06 2.24E-05 1.12E-05 1.12E-05 2.24E-05 5.60E-06 1.12E-05 5.60E-06 0 2.24E-05 5.60E-06 1.12E-05 2.80E-05 1.12E-05 1.68E-05 1.68E-05 1.68E-05 2.24E-05 1.68E-05 3.92E-05 3.36E-05 3.36E-05 1.12E-05 5.60E-06 6.73E-05 1.68E-05 1.12E-05 1.68E-05 2.80E-05 1.12E-05 2.80E-05 2.80E-05 1.68E-05 2.80E-05 3.36E-05 2.80E-05 3.36E-05 3.36E-05 5.60E-05 2.24E-05 5.04E-05 3.36E-05 2.80E-05 3.36E-05 4.48E-05 5.04E-05 5.60E-05 3.36E-05 3.92E-05 3.36E-05 5.04E-05 6.73E-05 6.73E-05 6.17E-05 7.85E-05 3.36E-05 5.60E-05 3.36E-05 6.73E-05 5.60E-05 8.41E-05 8.41E-05 3.36E-05 4.48E-05 6.73E-05 5.04E-05 9.53E-05 8.41E-05 6.73E-05 5.60E-05 6.17E-05 8.97E-05 5.60E-05 0.000112093 9.53E-05 6.17E-05 7.85E-05 5.04E-05 9.53E-05 5.60E-05 7.29E-05 7.29E-05 4.48E-05 5.60E-05 0.000106489 0.000123302 7.85E-05 8.97E-05 0.000123302 8.41E-05 8.97E-05 0.000123302 0.000106489 0.000117698
43 0.425 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 1.12E-05 0 1.12E-05 1.12E-05 5.60E-06 0 0 0 0 5.60E-06 0 1.12E-05 1.12E-05 0 5.60E-06 1.68E-05 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 0 0 5.60E-06 2.24E-05 1.12E-05 2.80E-05 0 2.24E-05 5.60E-06 2.24E-05 1.12E-05 5.60E-06 1.68E-05 0 2.80E-05 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.68E-05 3.92E-05 3.36E-05 3.36E-05 1.68E-05 4.48E-05 2.24E-05 2.24E-05 3.36E-05 2.80E-05 5.60E-06 3.92E-05 5.60E-06 2.24E-05 3.36E-05 1.68E-05 2.24E-05 2.80E-05 1.68E-05 5.04E-05 2.24E-05 3.36E-05 2.24E-05 4.48E-05 4.48E-05 4.48E-05 1.68E-05 2.80E-05 3.36E-05 3.92E-05 3.36E-05 2.80E-05 6.17E-05 3.36E-05 2.24E-05 5.04E-05 3.36E-05 1.68E-05 2.80E-05 3.92E-05 5.04E-05 6.17E-05 0.000100884 5.60E-05 3.92E-05 5.04E-05 7.29E-05 7.29E-05 6.17E-05 5.04E-05 6.17E-05 6.17E-05 5.04E-05 5.60E-05 4.48E-05 4.48E-05 6.73E-05 7.85E-05 1.68E-05 5.60E-05 4.48E-05 0.000106489 3.92E-05 8.97E-05 6.73E-05 9.53E-05 5.60E-05 5.60E-05 4.48E-05 7.29E-05 8.41E-05 0.000100884 7.85E-05 0.000128907
44 0.435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 1.12E-05 0 5.60E-06 0 5.60E-06 1.12E-05 0 5.60E-06 0 0 5.60E-06 0 0 1.12E-05 0 0 0 0 0 0 0 1.12E-05 1.12E-05 1.68E-05 0 1.12E-05 0 2.24E-05 0 1.68E-05 5.60E-06 1.12E-05 0 1.12E-05 5.60E-06 1.12E-05 1.12E-05 5.60E-06 1.68E-05 2.80E-05 1.68E-05 0 2.80E-05 1.68E-05 3.92E-05 1.12E-05 2.80E-05 1.12E-05 1.68E-05 2.24E-05 2.24E-05 1.12E-05 1.68E-05 5.60E-06 2.24E-05 5.60E-06 2.24E-05 2.24E-05 1.68E-05 1.12E-05 1.68E-05 2.80E-05 2.80E-05 5.04E-05 4.48E-05 5.04E-05 2.80E-05 4.48E-05 2.24E-05 3.36E-05 5.60E-05 1.12E-05 3.92E-05 4.48E-05 4.48E-05 3.36E-05 4.48E-05 3.36E-05 3.36E-05 4.48E-05 4.48E-05 5.04E-05 4.48E-05 5.60E-05 6.73E-05 8.41E-05 4.48E-05 2.24E-05 4.48E-05 7.85E-05 6.73E-05 8.97E-05 5.04E-05 6.73E-05 8.41E-05 6.17E-05 5.04E-05 3.92E-05 3.36E-05 8.97E-05 7.29E-05 5.04E-05 3.92E-05 4.48E-05 7.29E-05 5.60E-05 8.41E-05 6.73E-05 7.29E-05 4.48E-05 7.29E-05 6.73E-05 6.17E-05 7.29E-05 5.04E-05 0.000128907 6.17E-05 8.41E-05 8.41E-05
45 0.445 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 0 0 0 1.12E-05 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 1.68E-05 0 5.60E-06 0 1.12E-05 0 0 0 1.12E-05 0 5.60E-06 0 0 5.60E-06 0 1.12E-05 1.12E-05 1.12E-05 0 5.60E-06 5.60E-06 0 0 2.24E-05 5.60E-06 1.12E-05 5.60E-06 5.60E-06 0 0 2.24E-05 2.24E-05 1.68E-05 2.24E-05 1.68E-05 1.68E-05 3.92E-05 1.68E-05 2.24E-05 1.68E-05 5.60E-06 1.68E-05 2.80E-05 1.68E-05 1.12E-05 2.24E-05 3.36E-05 2.80E-05 3.92E-05 1.68E-05 1.12E-05 3.36E-05 5.04E-05 3.92E-05 2.24E-05 2.80E-05 3.36E-05 3.92E-05 3.36E-05 3.36E-05 2.80E-05 3.92E-05 1.12E-05 2.80E-05 5.04E-05 4.48E-05 5.60E-05 3.92E-05 2.24E-05 3.36E-05 5.60E-05 4.48E-05 2.80E-05 6.17E-05 7.85E-05 6.17E-05 6.73E-05 6.73E-05 6.73E-05 7.29E-05 5.60E-05 4.48E-05 6.73E-05 6.73E-05 1.12E-05 3.92E-05 2.80E-05 5.60E-05 9.53E-05 6.73E-05 5.04E-05 6.17E-05 0.000134512 5.04E-05 7.29E-05 9.53E-05 9.53E-05 0.000112093 7.29E-05 8.41E-05 6.17E-05 0.000117698 5.04E-05 0.000112093 7.85E-05
46 0.455 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 5.60E-06 1.68E-05 5.60E-06 0 0 1.12E-05 0 1.12E-05 0 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 0 0 0 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 1.12E-05 5.60E-06 0 5.60E-06 1.68E-05 5.60E-06 0 5.60E-06 1.12E-05 5.60E-06 0 1.12E-05 1.12E-05 5.60E-06 1.12E-05 2.24E-05 1.12E-05 5.60E-06 1.68E-05 1.68E-05 2.24E-05 2.80E-05 1.12E-05 5.60E-06 5.60E-06 5.60E-06 4.48E-05 1.68E-05 2.24E-05 1.68E-05 2.80E-05 2.80E-05 4.48E-05 5.60E-06 2.24E-05 2.24E-05 3.36E-05 2.24E-05 2.24E-05 1.12E-05 3.36E-05 1.68E-05 2.80E-05 4.48E-05 2.24E-05 5.60E-06 2.80E-05 2.80E-05 1.12E-05 2.80E-05 2.80E-05 3.36E-05 3.92E-05 1.12E-05 2.24E-05 5.04E-05 3.36E-05 5.60E-05 1.68E-05 2.80E-05 3.92E-05 3.36E-05 6.17E-05 5.60E-05 2.80E-05 2.24E-05 1.12E-05 2.24E-05 3.92E-05 5.60E-05 5.04E-05 7.85E-05 6.73E-05 6.17E-05 5.60E-05 5.04E-05 8.41E-05 5.60E-05 3.36E-05 7.29E-05 6.17E-05 8.41E-05 7.29E-05 7.29E-05 4.48E-05 0.000106489 6.17E-05 8.41E-05 2.24E-05 6.17E-05 8.97E-05 4.48E-05 6.73E-05
47 0.465 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 1.12E-05 1.12E-05 0 0 0 0 0 0 1.12E-05 5.60E-06 1.12E-05 0 5.60E-06 0 0 0 0 0 0 0 1.68E-05 1.12E-05 5.60E-06 0 5.60E-06 1.12E-05 0 0 5.60E-06 5.60E-06 1.12E-05 0 0 1.12E-05 2.24E-05 1.12E-05 5.60E-06 1.68E-05 1.12E-05 5.60E-06 5.60E-06 2.24E-05 5.60E-06 2.80E-05 1.12E-05 1.68E-05 1.12E-05 5.60E-06 4.48E-05 1.12E-05 1.68E-05 2.80E-05 1.12E-05 1.68E-05 2.80E-05 1.12E-05 3.92E-05 2.24E-05 1.12E-05 4.48E-05 2.80E-05 5.60E-05 4.48E-05 3.36E-05 1.68E-05 2.24E-05 2.24E-05 3.36E-05 2.24E-05 1.12E-05 2.80E-05 7.29E-05 2.24E-05 2.80E-05 7.85E-05 3.36E-05 3.36E-05 2.80E-05 4.48E-05 3.92E-05 4.48E-05 5.60E-05 3.92E-05 6.73E-05 6.17E-05 2.24E-05 4.48E-05 3.92E-05 5.04E-05 5.60E-05 7.29E-05 5.60E-05 5.60E-05 3.92E-05 2.24E-05 4.48E-05 6.73E-05 4.48E-05 6.17E-05 8.97E-05 7.29E-05 7.29E-05 6.17E-05 6.73E-05 6.73E-05
48 0.475 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 5.60E-06 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 0 1.12E-05 0 0 1.12E-05 5.60E-06 0 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 1.12E-05 0 5.60E-06 0 0 1.68E-05 1.12E-05 5.60E-06 5.60E-06 1.12E-05 5.60E-06 1.12E-05 5.60E-06 1.12E-05 1.68E-05 0 1.12E-05 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 1.68E-05 3.36E-05 2.24E-05 1.12E-05 5.60E-06 2.24E-05 3.92E-05 1.12E-05 1.12E-05 5.60E-06 5.60E-06 2.80E-05 1.68E-05 1.12E-05 1.68E-05 3.36E-05 1.68E-05 4.48E-05 1.12E-05 1.12E-05 1.12E-05 3.36E-05 2.80E-05 0 3.92E-05 2.24E-05 2.24E-05 2.24E-05 2.80E-05 3.92E-05 1.12E-05 3.36E-05 2.80E-05 3.36E-05 2.24E-05 5.60E-05 3.92E-05 2.80E-05 3.92E-05 3.92E-05 2.80E-05 1.68E-05 3.36E-05 5.60E-05 2.80E-05 2.24E-05 5.60E-05 2.80E-05 2.24E-05 7.29E-05 5.04E-05 5.04E-05 2.24E-05 3.92E-05 4.48E-05 5.04E-05 5.04E-05 4.48E-05 2.80E-05 8.41E-05 4.48E-05 3.92E-05 5.04E-05 0.000100884 6.17E-05 0.000100884 6.73E-05
49 0.485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 1.12E-05 0 5.60E-06 0 5.60E-06 0 5.60E-06 0 0 0 5.60E-06 0 5.60E-06 0 0 0 5.60E-06 5.60E-06 0 1.68E-05 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 0 5.60E-06 1.12E-05 0 5.60E-06 0 5.60E-06 5.60E-06 1.68E-05 5.60E-06 0 1.12E-05 2.24E-05 1.68E-05 1.12E-05 2.24E-05 1.12E-05 1.68E-05 1.12E-05 1.12E-05 5.60E-06 3.36E-05 5.60E-06 2.24E-05 5.60E-06 1.12E-05 3.92E-05 1.12E-05 0 1.12E-05 1.68E-05 1.12E-05 2.80E-05 3.36E-05 2.24E-05 1.12E-05 1.12E-05 2.24E-05 1.68E-05 2.24E-05 2.80E-05 5.60E-06 3.36E-05 2.80E-05 3.36E-05 5.04E-05 2.24E-05 3.36E-05 6.17E-05 3.92E-05 2.24E-05 2.80E-05 2.80E-05 4.48E-05 1.68E-05 2.80E-05 3.92E-05 3.36E-05 3.92E-05 3.36E-05 5.04E-05 2.80E-05 3.92E-05 5.60E-05 3.36E-05 2.80E-05 5.04E-05 5.04E-05 6.17E-05 3.92E-05 5.04E-05 7.85E-05 8.41E-05 3.92E-05 5.04E-05 6.73E-05 5.60E-05 3.36E-05 6.17E-05 3.92E-05 6.17E-05 6.73E-05 3.92E-05
50 0.495 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 1.68E-05 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 5.60E-06 1.68E-05 0 1.12E-05 5.60E-06 0 0 1.12E-05 1.12E-05 0 0 5.60E-06 5.60E-06 0 1.12E-05 2.80E-05 0 1.12E-05 1.12E-05 2.24E-05 1.12E-05 5.60E-06 1.68E-05 1.12E-05 1.68E-05 1.12E-05 0 1.12E-05 1.68E-05 1.68E-05 1.68E-05 2.80E-05 2.24E-05 1.68E-05 1.12E-05 2.80E-05 1.12E-05 2.80E-05 1.12E-05 2.24E-05 5.60E-06 1.68E-05 1.12E-05 1.12E-05 2.24E-05 2.24E-05 0 1.12E-05 2.24E-05 3.92E-05 4.48E-05 2.80E-05 2.80E-05 1.68E-05 2.80E-05 1.12E-05 3.92E-05 2.80E-05 3.36E-05 1.12E-05 3.36E-05 2.80E-05 3.36E-05 3.36E-05 3.36E-05 3.92E-05 3.36E-05 3.36E-05 4.48E-05 5.60E-05 4.48E-05 2.24E-05 2.24E-05 2.24E-05 3.36E-05 4.48E-05 1.12E-05 2.80E-05 4.48E-05 3.92E-05 4.48E-05 4.48E-05 4.48E-05
51 0.505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 1.12E-05 5.60E-06 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 5.60E-06 1.12E-05 0 1.12E-05 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 0 0 1.68E-05 5.60E-06 0 1.12E-05 5.60E-06 5.60E-06 1.68E-05 0 0 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 1.12E-05 1.12E-05 1.12E-05 0 2.24E-05 5.60E-06 5.60E-06 5.60E-06 1.68E-05 5.60E-06 1.68E-05 1.68E-05 1.68E-05 3.92E-05 2.24E-05 1.12E-05 2.80E-05 1.12E-05 2.80E-05 5.60E-06 2.80E-05 1.68E-05 1.68E-05 1.12E-05 1.68E-05 5.60E-06 2.80E-05 4.48E-05 1.12E-05 3.92E-05 2.24E-05 2.24E-05 3.36E-05 5.60E-06 1.68E-05 3.36E-05 5.60E-06 4.48E-05 3.92E-05 3.36E-05 1.68E-05 2.24E-05 2.24E-05 1.68E-05 2.24E-05 5.04E-05 4.48E-05 3.36E-05 1.12E-05 2.24E-05 3.36E-05 2.24E-05 3.92E-05 5.04E-05 1.68E-05 5.04E-05 2.80E-05 5.04E-05 4.48E-05 3.92E-05 4.48E-05 3.36E-05 3.92E-05 6.17E-05 5.60E-05 5.04E-05 5.04E-05
52 0.515 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 5.60E-06 0 5.60E-06 5.60E-06 0 0 0 1.12E-05 5.60E-06 0 5.60E-06 0 1.12E-05 0 0 5.60E-06 1.12E-05 0 0 5.60E-06 5.60E-06 5.60E-06 1.12E-05 0 1.68E-05 0 5.60E-06 5.60E-06 1.12E-05 2.24E-05 1.12E-05 1.12E-05 0 1.68E-05 0 1.12E-05 1.68E-05 2.80E-05 1.12E-05 2.24E-05 5.60E-06 0 1.68E-05 1.12E-05 5.60E-06 1.68E-05 1.12E-05 2.24E-05 1.12E-05 2.80E-05 2.80E-05 5.60E-06 1.68E-05 2.80E-05 1.68E-05 1.68E-05 2.24E-05 2.80E-05 2.80E-05 3.92E-05 5.04E-05 6.17E-05 2.24E-05 1.68E-05 3.36E-05 3.36E-05 5.60E-06 2.24E-05 4.48E-05 2.24E-05 2.80E-05 1.12E-05 5.60E-05 2.80E-05 3.36E-05 3.92E-05 3.92E-05 4.48E-05 2.80E-05 3.92E-05 2.24E-05 5.04E-05 2.24E-05 3.92E-05 8.97E-05 5.60E-05 4.48E-05 5.04E-05 3.92E-05
53 0.525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 0 0 0 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 1.12E-05 1.68E-05 1.12E-05 5.60E-06 0 1.12E-05 1.12E-05 5.60E-06 5.60E-06 0 1.12E-05 1.12E-05 1.12E-05 1.12E-05 1.68E-05 1.12E-05 0 1.12E-05 2.80E-05 1.12E-05 1.12E-05 5.60E-06 1.12E-05 2.24E-05 3.36E-05 0 1.68E-05 1.68E-05 2.80E-05 5.60E-06 2.24E-05 1.12E-05 2.80E-05 1.12E-05 1.12E-05 2.80E-05 2.80E-05 3.92E-05 3.36E-05 3.36E-05 1.12E-05 2.80E-05 1.68E-05 3.36E-05 3.36E-05 2.24E-05 3.36E-05 2.80E-05 3.92E-05 3.36E-05 2.80E-05 3.92E-05 2.80E-05 3.36E-05 3.36E-05 3.92E-05 1.12E-05 2.24E-05 1.68E-05 4.48E-05 0 3.36E-05 4.48E-05 3.92E-05 5.04E-05
54 0.535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 5.60E-06 5.60E-06 0 0 0 5.60E-06 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 5.60E-06 0 5.60E-06 0 0 5.60E-06 0 5.60E-06 1.12E-05 5.60E-06 5.60E-06 2.80E-05 5.60E-06 5.60E-06 1.12E-05 0 2.24E-05 5.60E-06 5.60E-06 1.68E-05 2.24E-05 5.60E-06 1.12E-05 5.60E-06 5.60E-06 1.68E-05 0 2.80E-05 1.12E-05 3.36E-05 2.80E-05 1.12E-05 2.24E-05 2.24E-05 5.60E-06 0 1.12E-05 1.68E-05 1.68E-05 1.12E-05 5.60E-06 1.68E-05 3.36E-05 0 1.12E-05 2.24E-05 1.68E-05 3.36E-05 3.92E-05 1.68E-05 2.80E-05 1.68E-05 3.36E-05 1.68E-05 1.12E-05 2.80E-05 2.24E-05 4.48E-05 5.04E-05 2.24E-05 2.80E-05 3.36E-05 3.92E-05 1.68E-05 7.29E-05 3.92E-05 3.36E-05 1.12E-05 5.60E-05 1.68E-05 3.92E-05 6.73E-05
55 0.545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 0 5.60E-06 5.60E-06 0 0 0 0 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 0 1.12E-05 0 2.80E-05 1.68E-05 5.60E-06 5.60E-06 0 5.60E-06 5.60E-06 5.60E-06 5.60E-06 5.60E-06 5.60E-06 1.68E-05 1.12E-05 0 5.60E-06 1.12E-05 1.68E-05 5.60E-06 1.68E-05 1.12E-05 1.12E-05 5.60E-06 1.12E-05 0 2.24E-05 5.60E-06 1.12E-05 3.92E-05 1.12E-05 1.12E-05 1.12E-05 1.12E-05 0 1.12E-05 5.04E-05 5.60E-06 1.12E-05 1.12E-05 2.80E-05 5.60E-06 3.36E-05 2.80E-05 3.36E-05 1.68E-05 5.60E-06 1.12E-05 1.68E-05 1.68E-05 1.68E-05 1.12E-05 1.12E-05 1.12E-05 3.92E-05 2.80E-05 2.80E-05 3.36E-05 3.36E-05 5.04E-05 3.36E-05 1.12E-05 1.12E-05 2.80E-05 3.92E-05
56 0.555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 0 0 5.60E-06 0 0 0 0 0 0 0 0 0 5.60E-06 0 0 0 0 5.60E-06 5.60E-06 0 0 0 0 0 0 0 0 0 0 0 0 0 5.60E-06 1.68E-05 0 0 5.60E-06 5.60E-06 5.60E-06 0 1.12E-05 5.60E-06 1.68E-05 5.60E-06 1.12E-05 0 5.60E-06 1.12E-05 0 5.60E-06 1.12E-05 1.68E-05 5.60E-06 1.12E-05 1.68E-05 1.12E-05 1.68E-05 2.80E-05 1.68E-05 1.68E-05 0 2.24E-05 1.68E-05 1.12E-05 3.36E-05 1.68E-05 1.12E-05 1.12E-05 1.12E-05 2.24E-05 2.80E-05 2.80E-05 0 5.60E-06 2.24E-05 1.12E-05 2.24E-05 1.12E-05 1.12E-05 5.04E-05 1.12E-05 2.24E-05 5.60E-06 2.24E-05 4.48E-05 2.24E-05 2.80E-05 2.24E-05 2.80E-05 2.24E-05 4.48E-05 3.36E-05 3.36E-05
